Image Name,Iterations,Converged,Initial Brightness,Final Brightness,Brightness Error,Initial Exposure (s),Final Exposure (s),Initial Gain,Final Gain,Initial ISO,Final ISO,Initial BER,Final BER,Brightness Stability,Score
35800_35_p32_bubble_1_2_40.jpg,50,No,66.07916763117284,244.75904478829366,119.76,2.79e-05,0.00016932763501118574,0.35,0.3,35.0,30.0,0.0,0.051220189734765234,50.99208767364498,0.0
35800_35_p32_bubble_1_2_30.jpg,50,No,65.2114202353395,242.38616304722433,117.39,2.79e-05,0.00017084720503872573,0.35,0.3,35.0,30.0,0.0,0.05052610006180504,52.905759668253914,0.0
35800_35_p32_bubble_1_2_20.jpg,10,Yes,62.7269603587963,125.74803411818733,0.75,2.79e-05,6.179263814661855e-05,0.35,0.30609814865426715,35.0,30.609814865426717,0.0,0.0015947904551154646,26.789233803832616,71.7
35800_35_p32_bubble_1_2_50.jpg,50,No,65.56075086805555,243.98693760391242,118.99,2.79e-05,0.00016870126142891099,0.35,0.3,35.0,30.0,0.0,0.04675390807075437,52.683191969918155,1.3
35800_35_p32_bubble_1_2_10.jpg,10,Yes,61.70012393904321,125.318511890199,0.32,2.79e-05,6.580262427821344e-05,0.35,0.30526975298732056,35.0,30.526975298732058,0.0,0.001,26.01683102095963,73.5
35800_35_p32_bubble_1_2_1.jpg,10,Yes,61.461420717592596,126.52421739680838,1.52,2.79e-05,6.54154062873889e-05,0.35,0.30370621786193513,35.0,30.370621786193514,0.0,0.001,26.17729162045205,69.3
